city,term,tweet
Atlanta,kale,Back-home rituals. #kale #rawfood #eatclean #breakfast @ Kale Me Crazy http://t.co/M92Mu84Z7Q
Atlanta,kale,"Turkey and cheddar lettuce wrap with tomatoes and cucumbers, chili lime kale chips, and carrots and spicy hummus #lunch"
Atlanta,kale,PW butternut squash and kale. Delicioso!! http://t.co/kGPf4FdMwt
Atlanta,bacon,I Want A Bacon Cheese Potato From Wendy's And Sum Chicken From Popeyes 🙌😍😋
Atlanta,bacon,@bacon_is_sexy praise be to the universe
Atlanta,bacon,“@OhNoAva_tK: on a scale of bum to classy how awesome is my outfit? #pamaj #wasabi http://t.co/XksFgrjPMr” bacon
Atlanta,bacon,chick fil a needs to make a chicken sandwich with bacon
Atlanta,bacon,Bae. Bacon and Eggs.
Atlanta,bacon,wanting some strawberry waffles with bacon rn
Atlanta,bacon,"""BACON SODA I GOT BACON SODA"""
Atlanta,bacon,@Money_Juann bacon. And cheesecake. And taco bell is way better than neck kissing. People don't wash their necks.
Atlanta,bacon,I want a bacon and cheese baked potato and a steak 😩
Atlanta,bacon,"@KodyFolsky and me made birthday burgers P: omgggg 4 strips of bacon, an egg, cheddar cheese and bacon in the burger http://t.co/PJk7WpxVGH"
Atlanta,bacon,"Shrimp Alfredo with scallops, steak, a potato with cheese, salt &amp; pepper and bacon with breadsticks and a salad 😩🙌👏🙏"
Atlanta,bacon,"@k_thomas2 please don't be one those ppl who comes to brunch and orders a side of scramble eggs, bacon &amp; toast."
Atlanta,bacon,"Swiss cheese scrambled eggs, jowl bacon &amp; sundried tomato &amp; garlic palenta. This is a simple bunch for… http://t.co/mILmWXqLhQ"
Atlanta,bacon,"Over the weekend, I ate 10 pieces of bacon. That means I has the bestest weekend ever."
Atlanta,bacon,"Grocery shopping today I'm feeling like having a quesadilla with grilled chicken, rice, bacon with chipotle ranch sauce tonight 😋😋😋"
Atlanta,bacon,Momma had eggs and bacon waiting for me when I got home YASSS. Now I'm about to go back to sleep.
Atlanta,bacon,I love the smell of bacon!! http://t.co/dyzcoCv1ys
Atlanta,bacon,“@desusnice: When u smell bacon frying https://t.co/M2gIVwZ2oK” cc @LeanandCuisine
Atlanta,bacon,"Pancakes, eggs, and bacon"
Atlanta,bacon,Men are worse than pigs because at least pigs can produce bacon men produce NOTHING to that magnitude of greatness
Atlanta,bacon,"Bacon burger stack {Swiss, red onions and mushrooms} &amp; garlic fries with homemade ranch sauce from the… http://t.co/ofVECoi6HC"
Atlanta,bacon,Bacon is so Dope 😍. iHop is Awesome :D
Atlanta,bacon,I smell bacon
Atlanta,bacon,"@Polokenny bacon, eggs, sausage, grits, crescent rolls"
Atlanta,bacon,My thoughts 24/7 “@No_Fugazy: I want some bacon lol”
Atlanta,bacon,"But that okay, because these real eggs and real turkey bacon I'm about to eat are gone make my life."
Atlanta,bacon,Makin pancakes makin bacon pancakes
Atlanta,bacon,"Eggos, bacon, sausage &amp; eggs."
Atlanta,bacon,Bacon Egg and Cheese Quesadilla #breakfast #nomnommomskitchen #glutenfree @ Nom Nom Mom's Kitchen http://t.co/0hndVr3S9w
Atlanta,bacon,The shrimp &amp; bacon club i had at The Cheesecake Factory was so on point
Atlanta,bacon,“@DlYfoodx: Bacon burgers and cheese fries. http://t.co/7aVlq6QLOl”😭😍😭👌 so beautiful
Atlanta,bacon,"@AlFknJourgensen Ha, bacon plaster casters... Brings new meaning to being ""porked"" by a bacon dildo."
Atlanta,bacon,"Perhaps cooking a pound of bacon will make me feel better about this fiasco in the #SEC Tomorrow's another day, Scarlett #GoneWithTheWind"
Atlanta,bacon,"If cats have 9 lives, how many do pigs have? #bacon"
Atlanta,bacon,"cooking bacon with no pants on is perfectly acceptable... until there is a maintenance man on your back porch.
then put pants on."
Atlanta,bacon,"We're open for lunch today on #blackfriday, featuring corn chowder topped with bacon bits as our soup… http://t.co/cPaSoOiNef"
Atlanta,bacon,@____whitney you already know ion like bacon
Atlanta,bacon,😷😷😷😷😷😷😷 RT @____whitney: Because You Cook Bacon Pancakes When You're High. http://t.co/OglVYHw74Y
Atlanta,bacon,"Soup Of The Day

  "" Sopa de Frijoles Blancos con Tocino y Carne ""

  Beef and Bacon Fabada

Special… http://t.co/is5UPSdJgX"
Atlanta,bacon,For all you #bacon #lovers  we now have bacon  flavored #lube in stock!! Remember when @lonilove and… http://t.co/Kg58MCtnY9
Atlanta,bacon,“@JohnAllure: I just want to get a full night of uninterrupted sleep and wake up to some bacon &amp; some head. Is that too much to ask for?”‼️
Atlanta,bacon,Making Me A Ham Sandwich With Some bacon For breakfast In The Morning 😂😂😂
Atlanta,bacon,“@YummyMeaIs: Turkey Wrapped in Bacon http://t.co/b6RR0VNqtt” I don't like turkey but I would be willing to try this 😍👅
Atlanta,bacon,"Me: ""You want the bacon in the green beans?"" Gma: ""Shut up and cook."" 
#toohotinthekitchen"
Atlanta,bacon,I'm taking a backseat to my cousin making gravy out of burnt bacon. Smells godlike. http://t.co/GlqYg9pBlm
Atlanta,bacon,Bacon basil deviled egg plate finished!  @Smawlinsky Smawley family thanksgiving http://t.co/DvHsiXjib2
Atlanta,bacon,"Cajun turkey breastfeeding with BACON! @ North Druid Hills, Georgia http://t.co/Rls6SJONVF"
Atlanta,bacon,Happiness in bentons bacon rendering.. #brusselswaitingfortheirbath @ The Fox Hole http://t.co/NYEAkWJma8
Atlanta,bacon,"Our 3 year old just told us he is grateful for ""family and bacon.""  He is his father's son!"
Atlanta,bacon,"Pregame...Cajun turkey breastfeeding with BACON, of course @ Viera Briarcliff Apartments http://t.co/Mew850Pukp"
Atlanta,bacon,Bacon Wrapped Turkey Breast. @ ND Lifestyle and Entertainment Group http://t.co/c0OqxEh2fH
Atlanta,bacon,The only thing better than bacon is turkey bacon.
Atlanta,bacon,This wren looks like crap. He's no Kevin Bacon
Atlanta,bacon,"Yes lord. Minus the bacon ""@LowKei_: Jesus said yes http://t.co/7xsV8Jthwr"""
Atlanta,bacon,We made bacon and basil deviled eggs. :3 @Smawlinsky  best egg boiler na http://t.co/wX8BBUMt0Q
Atlanta,bacon,I loveeee bacon
Atlanta,bacon,I just want some bacon. Thats all!
Atlanta,bacon,baby made me some bacon 😋
Atlanta,bacon,Eggs &amp; bacon. Breakfast... it's what's for breakfast. #breakfast @ Camp Castillo http://t.co/8Z68kavdNe
Atlanta,bacon,"“@JovanniCeja: @IfIWont_SheWill haha he like that nigga from Baby boii. He cooked ur mom bacon butt ass naked lmao!”
😂😂😂💀💀💀"
Atlanta,bacon,"""@ItsFoodPorn: Cheddar Bacon Stuffed Pretzel Buns http://t.co/stA5BTIurl"" i neeeeeddd 👅👅"
Atlanta,bacon,"""@foodepics: Bacon Cheese Fries http://t.co/CFzBhCyIHo""😍"
Atlanta,bacon,Everybody Loves Bacon Until It Gives You A Heart Attack 😂
Atlanta,bacon,@bacon_is_sexy I'd say great success
Atlanta,bacon,@bacon_is_sexy it was pretty much like angels were painting in into my mouth
Atlanta,bacon,@bacon_is_sexy you mean that soup that lasted like 2hrs in my fridge before I ate it?
Atlanta,bacon,A Jr Bacon cheeseburger is $2.09?! @wendys yall trippin
Atlanta,bacon,@NugentTimothy ah....Abby was feeling motivated by the bacon.  Wilson was ambivalent.
Atlanta,bacon,So about this chicken bacon ranch
Atlanta,bacon,@bacon_is_sexy uhh oh. Hope all is ok
Atlanta,bacon,"On another note, I love meat. Sausage, turkey, chicken, bacon, tofu seasoned like meat. D) all of the above"
Atlanta,bacon,Poll: Turkey Bacon and Pork Bacon?
Atlanta,bacon,"I seriously want this Wendy's bacon portabella melt. Like, I'm not even joking, please somebody bring me one. Seriously."
Atlanta,bacon,I want a Wendy's bacon portabella melt. I mean I really want one.
Atlanta,bacon,Bacon and cheese tater tots 😍👅#foodporn
Atlanta,bacon,@bacon_is_sexy oh. Yea just you I think
Atlanta,bacon,For breakfast it was bacon eggs &amp; grits from the kitchen cooking up hits 😝😂
Atlanta,bacon,@bacon_is_sexy what was the question?
Atlanta,bacon,I just ate a bacon/egg bagel and a donut and now I need a nap but I also need to finish 200 lbs of paperwork plz help
Atlanta,bacon,Forgot bacon on the burger tho 😞
Atlanta,bacon,my future wife has to wake me up with bacon made on saturday mornings 🙌
Atlanta,bacon,Someone bring me and @COG_BaRRaCCuDDa bacon. :( we're too lazy to get out of bed.
Atlanta,bacon,@janeijohnson Lesson learned lol it makes me not want to cook bacon ever again. Next time I'm getting the uncooked!!!!
Atlanta,bacon,Texas bacon cheese steak
Atlanta,bacon,Mashed potatoes with bacon! @ Mogo's Hen House http://t.co/S3d8YOvjMF
Atlanta,bacon,Bacon Wrapped Chicken Breasts #dinner #nomnommomskitchen @ Nom Nom Mom's Kitchen http://t.co/UGJHv5DwbF
Atlanta,tofu,The Beets -  Killer Tofu (Best Audio Quality): http://t.co/ZixDFN1qvy #Classic #FawwwkYouMean
Atlanta,tofu,@MatthewLush @presca1 bathe in tofu
Atlanta,tofu,"Stop 2 of 3.  #bibimbap, spicy silken tofu soup, tartar w asian pear sesame and garlic, kimchee… http://t.co/cgHVzRfaUo"
Atlanta,tofu,"Friendsgiving: fried tofu, baked veg mac &amp; cheese, cornbread, sparkling grape juice and pumpkin pie @shutupmarie69 http://t.co/cpJ1bgLzmN"
Atlanta,tofu,Nominated by @ava_jardine  not really sure who to nominate. Soo @madimo5 teeneeerx3 @tofu_ray &amp;… http://t.co/aPrSyh4T5W
Atlanta,tofu,Celebrating my new job with Tara! They pair their tofu with wine here... Silly Vegans... @ Cafe Sunflower http://t.co/H7I5UxbdvV
Atlanta,tofu,"Lunch with my youngest son. (@ Cho Dang Tofu House in Doraville, GA) https://t.co/ifHrhKipv4 http://t.co/zDpwaHEEtH"
Atlanta,tofu,"On another note, I love meat. Sausage, turkey, chicken, bacon, tofu seasoned like meat. D) all of the above"
Atlanta,chicken and waffles,I came here for chicken and waffles I plan to leave with a shitload of chicken and waffles
Atlanta,chicken and waffles,#ChickenAndWaffles with @charm___charm itschrisdeniro @ Gladys and Ron Chicken and Waffles http://t.co/mEf2mzSukk
Atlanta,chicken and waffles,Must have - chicken n waffles.  This place is definitely thumbs up! And we saw George Takei strolling… http://t.co/XGADUm0YFb
Atlanta,chicken and waffles,At Gladys Knight &amp; Ron Winans Chicken and Waffles
Atlanta,chicken and waffles,😋😋😋😋😋 @ Gladys Knight &amp; Ron Winans Chicken and Waffles http://t.co/3irIMB7Ez7
Atlanta,chicken and waffles,Eating 😍😋 out with my mom &amp; grandma @ Gladys Knight &amp; Ron Winans Chicken and Waffles http://t.co/oa3BYfr9dl
Atlanta,chicken and waffles,Waffle n chicken !! My kinda combo😜® @ Gladys Knight &amp; Ron Winans Chicken and Waffles http://t.co/yL3985lxhr
Atlanta,chicken and waffles,Good Vibes &amp; Great Food @ Gladys Knight &amp; Ron Winans Chicken and Waffles http://t.co/fXPason0hE
Atlanta,chicken and waffles,"Single greatest desert ever, in life @ Gladys Knight &amp; Ron Winans Chicken and Waffles http://t.co/L9n407g67E"
Atlanta,chicken and waffles,Top of the day lets eat #ATL #TheYoungGunna™ @ Gladys Knight &amp; Ron Winans Chicken and Waffles http://t.co/Ga1CovMeNq
Atlanta,chicken and waffles,I been craving Chicken and Waffles #Atlanta #ATL http://t.co/ajpNcQw21E
Atlanta,chicken and waffles,Back like I never left!!! @ Gladys Knight &amp; Ron Winans Chicken and Waffles http://t.co/pB3FCxOO5B
Atlanta,chicken and waffles,Out here in the dirty south. Finna get me some chicken and waffles.
Atlanta,tacos,@aigaatl board meeting. Humbled by the talent &amp; enthusiasm here. Also tacos.  #atl #design @ Polygon… http://t.co/UgMW5XS44l
Atlanta,tacos,making shrimp tacos for dinner 😊
Atlanta,tacos,@EastTennVOL For God's sake Terry the Tacos Tacos Tacos Tacos special is $4.09! You were giving $2 tongue jobs!
Atlanta,tacos,Korean tacos are the perfect antidote to #nothingleftbutthanksgivingleftovers @ Blossom Tree http://t.co/DTKyIHOX0f
Atlanta,tacos,do you remember when I was ..... f... da tacos ?
Atlanta,tacos,I ❤️ tacos
Atlanta,tacos,"While landing in Atlanta, I can see a sign for tacos in the window of my connecting flight’s gate. I will partake."
Atlanta,tacos,"""Welcome back"" tacos taste the best. (@ The Original @ElTacoAtl in Atlanta, GA) https://t.co/sNbIxAdvgc"
Atlanta,tacos,I require☝️😌                                     1. Lots of affection💖                          2. Tacos😋 and   3. Booty rubs ✋🍑
Atlanta,tacos,"""Only a spanish girl can eat 5 tacos and only gain weight in her butt"" 😂😂😂"
Atlanta,tacos,@mrmjesse_11 I have a life... I don't make tacos for a living...
Atlanta,tacos,.@tacobell I'm thankful for you+ Doritos Locos Tacos. http://t.co/9663sUYcNr
Atlanta,tacos,Well that was fun! And I got free tacos and churros ☺️ready for round 2 of Black Friday craziness!
Atlanta,tacos,The Beer &amp; TacOs Party would like to thank everyone that came out lastnight! Happy Thanksgiving!… http://t.co/mf28RR9mc4
Atlanta,tacos,@JVZL69 you work at tacos and beer huh lol
Atlanta,tacos,Welcome to Atlanta Baby @ Beer And Tacos http://t.co/8uTaZrUU69
Atlanta,tacos,No beer and tacos for me. At grady
Atlanta,tacos,maybe I should be at beer and tacos too
Atlanta,food truck,I have discovered the food truck safe haven in north Atlanta... @ Spaghetti Junction http://t.co/MKtkZjDyAM
Atlanta,food truck,Amazing summer day for 60+ miles on the bike. And food trucks. @ Atlanta Food Truck Park &amp; Market http://t.co/UA39zC69Vp
Atlanta,food truck,"I'm at Atlanta Food Truck Park &amp; Market - @atlfoodpark in Atlanta, GA https://t.co/xa9neLweE9"
Atlanta,food truck,Shrimp x Gumbo. Nawlins' food. #atlfood @ Just Loaf'n Poboys &amp; Snoballs Truck http://t.co/NbYAu5Nag7
Atlanta,food truck,Eatin Nawlins' food. #atlfood @ Just Loaf'n Poboys &amp; Snoballs Truck http://t.co/SYJ0ZSUT3Z
Atlanta,dumplings,"VICTORY DUMPLINGS, Y'ALL (@ Mu Lan Chinese Restaurant - @mulanchineseatl in Atlanta, GA) https://t.co/0NErC2flSE"
Atlanta,dumplings,Thankful for real friends my crazy family puppies lacrosse aquariums  burritos dumplings my I phone being close with god again &amp; Lindsey
Atlanta,sriracha,@kuroshiosushi can you please put sriracha bottles on the tables? I waste 20x more sauce than if there was a bottle I could use.
Atlanta,sriracha,Interesting. RT @PasteMagazine: Sriracha Stout coming from Rogue Ales. Yep.  http://t.co/hhqCYDcUGg
Atlanta,sriracha,Ayyyye RT “@darrenrovell: Rogue releasing Sriracha beer next month http://t.co/Gxc5FYMSx1”
Atlanta,sriracha,Salmon Croquettes w/ Sriracha Boiled Egg #breakfast #nomnommomskitchen @ Nom Nom Mom's Kitchen http://t.co/kmaeHt1NPV
Atlanta,sriracha,"By @musashifoods ""Green Sriracha and Spicy Mayo GIVEAWAY! Enter to win a $50 Musashi gift card just in… http://t.co/9gGJXOzhb9"
Atlanta,quinoa,Lamb with Quinoa and Shiitake Mushrooms. #foodporn #foodie @ Casa De L-T's http://t.co/KsuZuCFMbE
Atlanta,quinoa,"I'm over here eating mashed potatoes, potatoes salad, bread, fried yam, quinoa salad, and rice cake.."
Atlanta,quinoa,Don't eat quinoa and watch #DrunkDisney. #learningthehardway #sofunny @PracticalFolks #aristocats
Atlanta,quinoa,".@LeanCuisine salad creations are also fabulous on quinoa. You know, for when you forget to buy the green part of the #salad. #nomnom"
Atlanta,quinoa,"#maincourse. #grilled #soy #ginger #salmon with #protein packed #quinoa, #garlic #greenbeans and… http://t.co/mORPgtPVNV"
Atlanta,gluten-free,it's official... going gluten free (fml)
Atlanta,gluten-free,The gluten free dressing was divine.  Mac and cheese? Meh....
Atlanta,gluten-free,6 Alternative Flours For Gluten-Free Baking http://t.co/8KEfsugbSc via @HealthyLiving
Atlanta,gluten-free,"When life gives you Thanksgiving break, make gluten free German chocolate cupcakes. They're quite… http://t.co/HaWW7QNlQF"
Atlanta,gluten-free,@NikkiDinki    Need gluten free vegeterian entree ideas.  Any thoughts?
Portland,kale,My mom made a floral arrangement out of kale and brussel sprouts for the #Thanksgiving table. 🌿
Portland,kale,"Pork, rice, kale, avocado, lime, snp, Sriracha

Done

#fatgirlsquad http://t.co/ZEIo3f81Bx"
Portland,kale,"Seared cod with sautéed kale, chorizo on top of a potato cake. @ Noble Rot http://t.co/H7AipndI96"
Portland,kale,RT @WellandGoodNYC Beyonce has a thing for kale http://t.co/7y307DgwIc #WellnessWire #healthy #nutrition
Portland,bacon,Oh no. I smell like bacon. I feel bad for the hair stylist.
Portland,bacon,@redrobinburgers looks good but your bacon is way too thin. Looks like something you would get at BK.
Portland,bacon,"The @TastyNSons Bacon Burger, open-faced. [2] A thing of beauty. One of the better burgers I've had as… http://t.co/ndqO9TXMYx"
Portland,bacon,The Tasty Bacon Burger w/ @beechersseattle Cheddar @tastynsons. [1] @ Tasty n Sons http://t.co/DzWaRYEyNy
Portland,bacon,Woke up to the smell of bacon 🐷
Portland,bacon,@MyIgnition bacon fat.
Portland,bacon,"@probablyboku *droing*
Wut about the bacon?"
Portland,bacon,"@BlueStarDonuts is great, but I had an unfortunate experience mistaking a spicy passionfruit #donut for a bacon #donut that didn't end well."
Portland,bacon,“@foodandwine: Want an easy weekend project? Make some beer-soaked cheese. http://t.co/Az1b6sDV67 #FWx http://t.co/Ik0S6tNIER”.  Wha-? Yum!
Portland,bacon,"Leftover #Thanksgiving2014 Roll topped with Triple Cream Brie, #Bacon, and Two Eggs. So rich, I could… http://t.co/it3dT37FzH"
Portland,bacon,"Chicken, waffles and bacon... Yep memnauk @ Nepo 42 http://t.co/pfFFms0PJF"
Portland,bacon,@wlholiman @mpacific Stop the presses...something was clearly wrong with your bacon.
Portland,bacon,Real Maple &amp; Bacon + Chocolate Almond Ganache @bluestardonuts on Washington St. @ Blue Star Donuts http://t.co/KygqDLmFam
Portland,bacon,@briloughridge @abbyrieskamp @cborromeo101 or was that b-b-b-BACON🐷🐖😂
Portland,bacon,@TMZ Kevin Bacon?
Portland,bacon,"The worlds most perfect Brussels sprouts incl. bacon, butter, chili oil &amp; honey. Wondering why I know that? I'm a genius."
Portland,bacon,Bacon wrapped meatloaf with bleu cheese mash and cajun bbq gravy and a side of roasted edamame and… http://t.co/cT0B21rJyp
Portland,bacon,"@sydneyyperronn @DjangoOnGod hahah do you know think about all the cows and pigs ""sacrificed"" for burgers steak and bacon?? 😳😂"
Portland,bacon,Bagels n bacon
Portland,bacon,"Idk why you're crazy with bacon. I mean, it's just overcooked porc fat and that's nasty."
Portland,bacon,"*playing catch phrase*
""if I was bacon, I would want to be wrapped around...""
😂😂😂"
Portland,bacon,my yummy dish for thanksgiving!! scallop potatoes with bacon casserole!! #Thanksgiving #foodporn #foodcoma http://t.co/t6WNUppM82
Portland,bacon,I just want bacon. But where is the bacon.
Portland,bacon,Polenta cakes with candied bacon. Best breakfast ever #portland @ The Original Dinerant http://t.co/Xc2Rh3UrhP
Portland,bacon,"Hempler's bacon in the pan, cooks like a dream. Happy for cooking without cooking a big turkey. This year. http://t.co/rfsfTqsPN7"
Portland,bacon,The smell of Rosemary in hot bacon grease... Someone make that part of the holiday candle collection.
Portland,bacon,"""we're gonna make bacon and eggs and HOLY SHIT THESE ARENT CINNAMON ROLLS"""
Portland,bacon,Damn I treat myself good got up early and made myself bacon and eggs on the couch for my birthday. I love me
Portland,bacon,THANKFUL FOR THE OPPORTUNITY TO TRY BACON ON OUR TURKEY THIS YEAR I LOVE THAT SHIT.
Portland,bacon,"In the kitchen gettin it in...turkey, Mac n cheese, pies, greens, bacon wrapped green beans, dressing..."
Portland,bacon,#Bacon love #FiveGuys @ 5 Guys Burgers &amp; Fries http://t.co/n5te1Y2u7f
Portland,bacon,Bacon wrapped meatloaf with garlic mashed potatoes and mushroom/shallot gravy!!!  #happyhour #eastburn… http://t.co/gEhtjaOB9h
Portland,bacon,As everything heats up we sing! CRACKLE CRACKLE CRACKLE! with each crackle we are closer to our full potential which many never find. -Bacon
Portland,bacon,Eating bacon doughnuts... Every bite taste's like America (Y) @ Voodoo Doughnut http://t.co/2bwyEuGm9I
Portland,bacon,"My dad is making bacon wrapped antelope back strap for thanksgiving, whereas I'll probably be making Mac n cheese. 😭"
Portland,bacon,"I mean when the skillets hot, throw the bacon on it  @bballbreakdown: Curry sick step back release splash. #Warriors https://t.co/0S2wiPqzc2"
Portland,bacon,Sierra don't like bacon 😳
Portland,bacon,Finally finished making bacon
Portland,bacon,"Anyways I'm craving bacon,
so I'm gonna make bacon"
Portland,bacon,@foodandwine is that bacon machine Nobel Peace Prize worthy perhaps?
Portland,bacon,Fucking peanut butter pickle bacon from #killerburger #burger #portland #peanutbutter #pickle #bacon @… http://t.co/ydNgQ9L4oZ
Portland,bacon,This is the first candy-bar that I've bought in years. Not sure why. I guess it just spoke to me. #bacon http://t.co/0Ke1CsgrCV
Portland,bacon,bacon e'erywhere smh http://t.co/pzhhc5xs6A
Portland,bacon,What pre-meeting breakfast is looking like right this second. #foodporn #PORTLAND #bacon #COFFEE… http://t.co/6y8N0TkERw
Portland,bacon,Currently making pancakes with bacon hby
Portland,bacon,"@krewellayasmine @rachelsasson1 @Leighton_AC ""manimal"" bonus, tastes like bacon and maple syrup. ;)"
Portland,bacon,How do you make reduced fat #bacon ? Seems #wrong and #sacriligious
Portland,bacon,"Sunday: ""I'm going to eat light all week in preparation for Thanksgiving""

Monday: ""I'll have a cheesesteak with extra bacon""

😶"
Portland,bacon,Fried Egg &amp; Cheddar Cheese Biscuit with House Cured Bacon!!! #tastynalder #portlandia… http://t.co/cUxLueJ8X2
Portland,bacon,"Ahh, Leisure, my home away from home.  You adding the bacon wrapped dates to your menu has reaffirmed our illicit affair."
Portland,tofu,First day of lunch packing success: tofu bahn mi and pretzels. #31daysoflunch http://t.co/7pURs1jYSW
Portland,tofu,BBQ tofu and Brussels bowl @ the Bye and Bye http://t.co/bFRLMfGdR4
Portland,tofu,Tofu 🙌🙌🙌🙌 is so much better when I don't cook it.
Portland,tofu,What am I making for my husband Mr.Tofu tomorrow? This lovely barley butternut risotto: http://t.co/GyCEJi1BwZ @FooddayPDX
Portland,tofu,Guys the Mayor or Seattle pardoned a tofu turkey... 😂😂😂😂😂 I really don't belong in the PNW
Portland,chicken and waffles,"Chicken, waffles and bacon... Yep memnauk @ Nepo 42 http://t.co/pfFFms0PJF"
Portland,chicken and waffles,@sister_sinclair @KyleRHatfield it's ok everyone can calm down because I had chicken and waffles for dinner tonight so we're all good.
Portland,tacos,Got through 3 rolled tacos and I was done...😒 bringing Taco Bell to the game..
Portland,tacos,Belly full of tacos and espresso.
Portland,tacos,I just had Wendy's and now I'm getting tacos #fatass
Portland,tacos,@B_dimps do you deliver? Bring me like 10 tacos 😩 #NiggaImHungry
Portland,tacos,Can't wait to use tacos Iphone6 4 snap stories.
Portland,tacos,Pre gamed tacos BDAY and @Blacck_Rodney leaving me #bittersweet
Portland,tacos,Could go for some Tacos rn 😝😛
Portland,tacos,Man those tacos were dank 👌
Portland,tacos,I need tacos in my life
Portland,tacos,"Because manny didn't want to get tacos last night (@ El Burrito Azteca in Portland, OR) https://t.co/OHeIF8rsZZ"
Portland,tacos,I want nothing more than tacos right now
Portland,tacos,I'm thankful for Javier's Tacos being the only food place open in north portland!
Portland,tacos,I wish the pilgrims would've had tacos today instead of turkey
Portland,tacos,Celebrating six months at BNJ with fellow honoree Andrew and the gang (half shown). Ceremonial tacos… http://t.co/cv9tlNCu8b
Portland,tacos,"Fish tacos and margaritas!! (@ Iron Horse Restaurant - @louc_none in Portland, OR) https://t.co/gk3cPEy2d4"
Portland,tacos,Tacos and martinis at #luckyhorseshoelounge on SE Clinton. What a cool rockin' bar !
Portland,tacos,Tacos and a big bed? Tomorrow is gonna be amazing
Portland,tacos,The rolled tacos at Tacobell are so good. 😛
Portland,tacos,"@marisafranco13 dude we have hot cheetos, pizza rolls, chicken nuggets,posole, birria, cake, OrangeJuice, tacos dorados, mac &amp; chesse &amp; shit"
Portland,tacos,Let's eat! #pdx #portland #foodcarts #mexicanfood #comidamexicana #tacos #alpastor @ La Jarochita http://t.co/IUQLkwvt5R
Portland,tacos,"i put together a traditional-ish Thanksgiving meal from fast food this week. also, tacos http://t.co/41XOzOZrkD"
Portland,tacos,No reply &lt;&lt;&lt;&lt; Tacos
Portland,tacos,"Fuck it, I'm gonna make tacos tonight"
Portland,tacos,Want some tacos rn
Portland,food truck,Putting the PDX in Pok Pok at the airport food truck. Every airport should do this. @ Pok Pok Wings http://t.co/92D0gDPQiz
Portland,food truck,"KOI fusion... truck food on our layover (@ Portland International Airport (PDX) in Portland, OR) https://t.co/qAAhBTtISZ"
Portland,food truck,I finally tried the grilled cheese grill food truck. They were at a craft bazaar I went to. It was so… http://t.co/W1UnjxNpvd
Portland,food truck,I was on my way to Voodoo Doughnut when food trucks got in my way. Guess I will sample some food truck goodness first!
Portland,food truck,"""The best test ever for 4.99"" - not the kind of testing I was thinking of #pdx @ Portland Food Truck… http://t.co/6zwhHtfCH0"
Portland,food truck,"Aah Portlandia.  I could eat you up!!😻 (@ Food Truck Heaven in Portland, OR) https://t.co/HDmXxUz55i http://t.co/2wcihz5I9h"
Portland,food truck,'We turn a different kind of profit' “@pekpongpaet: How Roy Choi Built An Empire From One Beat-Up Taco Truck http://t.co/KSfFSN9dU3 @feedly
Portland,dumplings,Why yes I have been giving away tasty dumplings in honor of our anniversary #bokesum #bokeon… http://t.co/51c2vi2yUT
Portland,sriracha,Bad news: the Sriracha Stout is not yet bottled so it will not be coming back to Tennessee with… http://t.co/YY8EF3o2nU
Portland,sriracha,"“@facedownmaceup: Cup of noodles and Tabasco 👌” 
*Sriracha"
Portland,sriracha,Cold pizza with that sriracha type of night! @chancetherapper ✌️ http://t.co/ckO1GacpA3
Portland,sriracha,"When you inevitably go back for a midnight snack of turkey tonight, put a little bit of Sriracha on it. You're welcome."
Portland,sriracha,my cousin just put Sriracha on a sugar cookie 😂
Portland,sriracha,"Yesssssssssssss.  Winter Is Coming, But Now You Can Warm Up With Rogue Ales’ Hot Sriracha Stout http://t.co/LFs257VmTd"
Portland,sriracha,"Pork, rice, kale, avocado, lime, snp, Sriracha

Done

#fatgirlsquad http://t.co/ZEIo3f81Bx"
Portland,sriracha,It's coming.... #craftbeer #sriracha #stout @rogueales: December. #regramapp @ Rogue Nation News Network http://t.co/yFWsb5bYKG
Portland,quinoa,I had quinoa for dinner and now I'm drinking chai tea and baking cookies with my sister. My heart is full 💚
Portland,quinoa,I do not want quinoa in my dessert. Please do not make me a dessert with quinoa. Call me Sam if you must.
Portland,gluten-free,The only leftovers we got sent home with was gluten free stuffing....that's cold nana
Portland,gluten-free,“@rileyhoffmannnn: another gluten free dairy free thanksgiving dinner!!!!!!!!”the best lol!!!!!!
Portland,gluten-free,I wonder why the gluten free vegan pizza shop went out of business...
Portland,gluten-free,God damn you monster gluten-free vegan cookie sandwich. They know me now. (at @SweetpeaBaking Company) https://t.co/9ZYc7PhTaJ
Portland,gluten-free,Grace is holding me to a gluten free diet.😏 doing good so far!💪 http://t.co/4JncbRoVez
Washington DC,kale,@immthashitt i use welches mango juice then random amounts of pineapples and mangos and about a cup of kale idk exact amounts lol
Washington DC,kale,"Kale, pineapple and mango smoothie 😋"
Washington DC,kale,Just unironically bought kale at Trader Joes. #help
Washington DC,kale,"“@Chefkylebailey: Back at @thearsenaldc 
Sweet potato gnocchi, duck meatballs, kale, sage and taleggio fonduta http://t.co/hZyRXoM16t”"
Washington DC,kale,"@lovnfaith amazin spinach, kale &amp; tuna salad...if you're looking for something good to eat at 14th &amp; Florida check this spot out!!!"
Washington DC,kale,"#happythanksgiving #2014 with Xavier, Sheridan, &amp; Zack #turkey #chicken #cranberry #kale… http://t.co/LnSpm88U9G"
